date,city,temperature_c,humidity_pct,wind_speed_kmh,precipitation_mm,day_of_year,month,season_sin,season_cos,temp_lag_1,humidity_lag_1,temp_lag_2,humidity_lag_2,temp_lag_3,humidity_lag_3,temp_roll_mean_7,humidity_roll_mean_7,wind_roll_mean_7,target_next_day_temp
2023-09-05,Greater Noida,24.5,56.6,4.7,0.0,248,9,-0.9020987014301837,-0.43152975897147144,26.9,64.2,27.1,64.8,24.4,60.0,27.400000000000002,61.228571428571435,6.757142857142857,25.8
2023-09-06,Greater Noida,25.8,57.0,3.6,0.0,249,9,-0.9093882203647925,-0.4159483918249421,24.5,56.6,26.9,64.2,27.1,64.8,26.88571428571429,60.714285714285715,6.1571428571428575,28.2
2023-09-07,Greater Noida,28.2,60.7,3.9,0.0,250,9,-0.9164086366943458,-0.4002439388573056,25.8,57.0,24.5,56.6,26.9,64.2,26.685714285714287,60.285714285714285,5.385714285714285,28.0
2023-09-08,Greater Noida,28.0,67.0,4.8,22.2,251,9,-0.9231578729647039,-0.38442104726885545,28.2,60.7,25.8,57.0,24.5,56.6,26.414285714285715,61.471428571428575,5.071428571428571,16.4
2023-09-09,Greater Noida,16.4,52.3,4.4,0.0,252,9,-0.9296339319682695,-0.3684843993077793,28.0,67.0,28.2,60.7,25.8,57.0,25.271428571428572,60.371428571428574,4.8999999999999995,27.1
2023-09-10,Greater Noida,27.1,61.0,6.5,0.0,253,9,-0.9358348973349941,-0.35243871088460327,16.4,52.3,28.0,67.0,28.2,60.7,25.271428571428572,59.82857142857143,4.742857142857143,27.6
2023-09-11,Greater Noida,27.6,54.2,4.2,0.0,254,9,-0.9417589340994617,-0.33628873017668287,27.1,61.0,16.4,52.3,28.0,67.0,25.37142857142857,58.4,4.585714285714286,26.8
2023-09-12,Greater Noida,26.8,57.1,1.3,0.0,255,9,-0.9474042892438845,-0.32003923622313857,27.6,54.2,27.1,61.0,16.4,52.3,25.7,58.471428571428575,4.1,26.9
2023-09-13,Greater Noida,26.9,58.1,4.4,0.0,256,9,-0.9527692922168511,-0.30369503751065885,26.8,57.1,27.6,54.2,27.1,61.0,25.857142857142858,58.628571428571426,4.214285714285714,23.8
2023-09-14,Greater Noida,23.8,57.8,5.2,0.0,257,9,-0.9578523554276669,-0.28726097055059635,26.9,58.1,26.8,57.1,27.6,54.2,25.228571428571428,58.214285714285715,4.4,26.0
2023-09-15,Greater Noida,26.0,57.2,5.0,0.0,258,9,-0.9626519747161487,-0.2707418984477642,23.8,57.8,26.9,58.1,26.8,57.1,24.942857142857143,56.81428571428571,4.428571428571429,24.8
2023-09-16,Greater Noida,24.8,59.3,8.1,21.6,259,9,-0.9671667297977312,-0.2541427094613622,26.0,57.2,23.8,57.8,26.9,58.1,26.142857142857142,57.81428571428571,4.957142857142857,15.8
2023-09-17,Greater Noida,15.8,57.1,4.9,0.0,260,9,-0.97139528468375,-0.23746831555846842,24.8,59.3,26.0,57.2,23.8,57.8,24.52857142857143,57.25714285714286,4.728571428571429,26.0
2023-09-18,Greater Noida,26.0,53.3,7.1,23.5,261,9,-0.9753363880767837,-0.2207236509605022,15.8,57.1,24.8,59.3,26.0,57.2,24.300000000000004,57.128571428571426,5.142857142857143,18.1
2023-09-19,Greater Noida,18.1,62.2,5.7,7.2,262,9,-0.9789888737409319,-0.20391367068311472,26.0,53.3,15.8,57.1,24.8,59.3,23.057142857142857,57.857142857142854,5.771428571428571,23.7
2023-09-20,Greater Noida,23.7,62.0,5.7,0.0,263,9,-0.9823516608469237,-0.18704334906991657,18.1,62.2,26.0,53.3,15.8,57.1,22.599999999999998,58.41428571428572,5.957142857142857,25.8
2023-09-21,Greater Noida,25.8,62.3,4.4,3.4,264,9,-0.9854237542919524,-0.17011767832049052,23.7,62.0,18.1,62.2,26.0,53.3,22.88571428571429,59.05714285714286,5.8428571428571425,23.6
2023-09-22,Greater Noida,23.6,52.8,5.6,0.0,265,9,-0.9882042449941422,-0.15314166701312007,25.8,62.3,23.7,62.0,18.1,62.2,22.542857142857144,58.42857142857143,5.928571428571429,24.0
2023-09-23,Greater Noida,24.0,60.1,4.5,12.9,266,9,-0.9906923101615609,-0.13612033862266704,23.6,52.8,25.8,62.3,23.7,62.0,22.428571428571427,58.542857142857144,5.414285714285714,21.3
2023-09-24,Greater Noida,21.3,61.6,5.8,0.0,267,9,-0.9928872135356962,-0.11905873003404988,24.0,60.1,23.6,52.8,25.8,62.3,23.214285714285715,59.185714285714276,5.542857142857143,23.1
2023-09-25,Greater Noida,23.1,54.7,5.2,0.0,268,9,-0.994788305609327,-0.10196189005174576,21.3,61.6,24.0,60.1,23.6,52.8,22.8,59.38571428571429,5.271428571428571,22.9
2023-09-26,Greater Noida,22.9,58.9,4.1,28.3,269,9,-0.9963950238187231,-0.08483487790576538,23.1,54.7,21.3,61.6,24.0,60.1,23.485714285714288,58.91428571428571,5.042857142857143,15.1
2023-09-27,Greater Noida,15.1,58.4,7.0,5.6,270,9,-0.9977068927101168,-0.06768276175455162,22.9,58.9,23.1,54.7,21.3,61.6,22.25714285714286,58.39999999999999,5.228571428571429,19.1
2023-09-28,Greater Noida,19.1,66.2,6.1,0.0,271,9,-0.9987235240803972,-0.050510617185222886,15.1,58.4,22.9,58.9,23.1,54.7,21.3,58.95714285714286,5.471428571428571,20.9
2023-09-29,Greater Noida,20.9,66.6,4.8,0.0,272,9,-0.9994446170919858,-0.033323525711631344,19.1,66.2,15.1,58.4,22.9,58.9,20.914285714285715,60.92857142857143,5.357142857142857,21.1
2023-09-30,Greater Noida,21.1,52.2,5.6,0.0,273,9,-0.9998699583618592,-0.016126573270657762,20.9,66.6,19.1,66.2,15.1,58.4,20.5,59.8,5.514285714285714,22.3
2023-10-01,Greater Noida,22.3,68.9,5.3,5.2,274,10,-0.9999994220246925,0.001075151282798226,21.1,52.2,20.9,66.6,19.1,66.2,20.642857142857142,60.84285714285715,5.442857142857143,18.2
2023-10-02,Greater Noida,18.2,55.3,4.1,0.0,275,10,-0.999832969770105,0.018276557681691223,22.3,68.9,21.1,52.2,20.9,66.6,19.942857142857143,60.92857142857143,5.285714285714286,21.4
2023-10-03,Greater Noida,21.4,62.9,5.4,15.5,276,10,-0.9993706508539969,0.03547255575312556,18.2,55.3,22.3,68.9,21.1,52.2,19.728571428571428,61.5,5.471428571428571,13.1
2023-10-04,Greater Noida,13.1,62.9,4.4,0.0,277,10,-0.9986126020839734,0.052658056924614005,21.4,62.9,18.2,55.3,22.3,68.9,19.442857142857143,62.142857142857146,5.1,19.9
2023-10-05,Greater Noida,19.9,55.0,3.9,0.0,278,10,-0.9975590477788613,0.06982797572987089,13.1,62.9,21.4,62.9,18.2,55.3,19.557142857142857,60.54285714285714,4.785714285714286,21.2
2023-10-06,Greater Noida,21.2,61.0,2.8,0.0,279,10,-0.9962102997023297,0.0869772313136861,19.9,55.0,13.1,62.9,21.4,62.9,19.599999999999998,59.74285714285714,4.5,20.4
2023-10-07,Greater Noida,20.4,58.7,4.7,0.0,280,10,-0.9945667569706337,0.1041007489354256,21.2,61.0,19.9,55.0,13.1,62.9,19.5,60.67142857142858,4.371428571428572,17.9
2023-10-08,Greater Noida,17.9,61.4,6.1,0.0,281,10,-0.9926289059345095,0.121193461470736,20.4,58.7,21.2,61.0,19.9,55.0,18.87142857142857,59.6,4.485714285714286,21.4
2023-10-09,Greater Noida,21.4,60.2,4.2,0.0,282,10,-0.9903973200352558,0.1382503109109819,17.9,61.4,20.4,58.7,21.2,61.0,19.328571428571426,60.3,4.5,18.5
2023-10-10,Greater Noida,18.5,64.1,9.0,13.8,283,10,-0.9878726596350429,0.15526624985999563,21.4,60.2,17.9,61.4,20.4,58.7,18.91428571428571,60.47142857142857,5.014285714285714,13.6
2023-10-11,Greater Noida,13.6,59.7,6.5,0.0,284,10,-0.9850556718215013,0.172236243027682,18.5,64.1,21.4,60.2,17.9,61.4,18.985714285714288,60.01428571428572,5.314285714285715,17.2
2023-10-12,Greater Noida,17.2,58.8,7.1,3.9,285,10,-0.981947190186646,0.18915526872004093,13.6,59.7,18.5,64.1,21.4,60.2,18.599999999999998,60.55714285714286,5.771428571428572,17.0
2023-10-13,Greater Noida,17.0,63.9,6.3,0.0,286,10,-0.9785481345802031,0.20601832032517084,17.2,58.8,13.6,59.7,18.5,64.1,18.0,60.971428571428575,6.271428571428571,18.3
2023-10-14,Greater Noida,18.3,61.9,7.9,0.0,287,10,-0.9748595108374125,0.22282040779479959,17.0,63.9,17.2,58.8,13.6,59.7,17.7,61.42857142857143,6.728571428571429,17.6
2023-10-15,Greater Noida,17.6,62.6,3.9,0.0,288,10,-0.9708824104813836,0.23955655912092708,18.3,61.9,17.0,63.9,17.2,58.8,17.65714285714286,61.6,6.4142857142857155,17.3
2023-10-16,Greater Noida,17.3,57.1,1.3,0.0,289,10,-0.9666180104000972,0.2562218218071163,17.6,62.6,18.3,61.9,17.0,63.9,17.071428571428573,61.15714285714286,6.0,18.4
2023-10-17,Greater Noida,18.4,55.6,4.4,0.0,290,10,-0.9620675724981452,0.27281126433401914,17.3,57.1,17.6,62.6,18.3,61.9,17.057142857142857,59.942857142857136,5.3428571428571425,17.8
2023-10-18,Greater Noida,17.8,57.6,5.9,0.0,291,10,-0.957232443323312,0.28931997761869527,18.4,55.6,17.3,57.1,17.6,62.6,17.65714285714286,59.642857142857146,5.257142857142857,17.5
2023-10-19,Greater Noida,17.5,57.5,5.3,39.2,292,10,-0.9521140536681102,0.3057430764672831,17.8,57.6,18.4,55.6,17.3,57.1,17.7,59.45714285714286,5.0,8.9
2023-10-20,Greater Noida,8.9,63.2,5.5,0.0,293,10,-0.9467139181463862,0.3220757010206104,17.5,57.5,17.8,57.6,18.4,55.6,16.54285714285714,59.357142857142854,4.885714285714286,17.5
2023-10-21,Greater Noida,17.5,64.1,7.0,0.0,294,10,-0.9410336347451197,0.3383130181923076,8.9,63.2,17.5,57.5,17.8,57.6,16.428571428571427,59.67142857142858,4.757142857142857,13.5
2023-10-22,Greater Noida,13.5,59.6,5.6,0.0,295,10,-0.9350748843515574,0.3544502230989869,17.5,64.1,8.9,63.2,17.5,57.5,15.842857142857143,59.24285714285714,5.0,15.7
2023-10-23,Greater Noida,15.7,66.1,6.2,0.0,296,10,-0.9288394302558068,0.3704825404820963,13.5,59.6,17.5,64.1,8.9,63.2,15.614285714285714,60.52857142857143,5.700000000000001,12.9
2023-10-24,Greater Noida,12.9,65.9,3.6,0.0,297,10,-0.9223291176290545,0.3864052261209853,15.7,66.1,13.5,59.6,17.5,64.1,14.828571428571431,62.0,5.585714285714286,15.8
2023-10-25,Greater Noida,15.8,61.5,3.4,0.0,298,10,-0.9155458729775467,0.40221356823680365,12.9,65.9,15.7,66.1,13.5,59.6,14.542857142857143,62.55714285714286,5.228571428571429,15.5
2023-10-26,Greater Noida,15.5,57.3,7.4,0.0,299,10,-0.9084917035725082,0.41790288888678667,15.8,61.5,12.9,65.9,15.7,66.1,14.257142857142856,62.528571428571425,5.528571428571429,16.8
2023-10-27,Greater Noida,16.8,67.0,5.2,0.0,300,10,-0.9011686968561569,0.4334685453485363,15.5,57.3,15.8,61.5,12.9,65.9,15.385714285714288,63.07142857142857,5.485714285714286,16.8
2023-10-28,Greater Noida,16.8,60.6,4.1,7.6,301,10,-0.8935790198239952,0.4489059314938798,16.8,67.0,15.5,57.3,15.8,61.5,15.285714285714288,62.57142857142856,5.071428571428571,12.2
2023-10-29,Greater Noida,12.2,61.4,4.1,0.0,302,10,-0.8857249183835637,0.4642104791518923,16.8,60.6,16.8,67.0,15.5,57.3,15.099999999999998,62.82857142857143,4.857142857142857,14.0
2023-10-30,Greater Noida,14.0,59.7,4.0,0.0,303,10,-0.8776087166898392,0.4793776594606945,12.2,61.4,16.8,60.6,16.8,67.0,14.857142857142858,61.91428571428572,4.542857142857143,15.2
2023-10-31,Greater Noida,15.2,57.6,3.9,0.0,304,10,-0.8692328164574792,0.49440298420761813,14.0,59.7,12.2,61.4,16.8,60.6,15.185714285714285,60.728571428571435,4.585714285714286,13.6
2023-11-01,Greater Noida,13.6,55.3,3.1,0.0,305,11,-0.8605996962501181,0.5092820071573356,15.2,57.6,14.0,59.7,12.2,61.4,14.871428571428572,59.84285714285714,4.542857142857143,14.2
2023-11-02,Greater Noida,14.2,63.8,2.8,0.0,306,11,-0.8517119107469189,0.5240103253675756,13.6,55.3,15.2,57.6,14.0,59.7,14.685714285714285,60.771428571428565,3.8857142857142857,15.4
2023-11-03,Greater Noida,15.4,58.3,4.7,0.0,307,11,-0.8425720899866032,0.5385835804920232,14.2,63.8,13.6,55.3,15.2,57.6,14.485714285714286,59.528571428571425,3.814285714285714,13.0
2023-11-04,Greater Noida,13.0,73.7,4.1,4.2,308,11,-0.8331829385891785,0.5529974600700271,15.4,58.3,14.2,63.8,13.6,55.3,13.942857142857141,61.4,3.814285714285714,14.7
2023-11-05,Greater Noida,14.7,57.3,6.7,0.0,309,11,-0.8235472349556007,0.5672476988027229,13.0,73.7,15.4,58.3,14.2,63.8,14.3,60.81428571428571,4.185714285714286,14.4
2023-11-06,Greater Noida,14.4,56.7,5.5,0.0,310,11,-0.8136678304455991,0.5813300798152042,14.7,57.3,13.0,73.7,15.4,58.3,14.357142857142856,60.385714285714286,4.4,11.9
2023-11-07,Greater Noida,11.9,63.8,5.4,0.0,311,11,-0.8035476485339116,0.5952404359043674,14.4,56.7,14.7,57.3,13.0,73.7,13.885714285714286,61.271428571428565,4.614285714285714,14.4
2023-11-08,Greater Noida,14.4,68.0,3.9,0.0,312,11,-0.7931896839451843,0.6089746507720486,11.9,63.8,14.4,56.7,14.7,57.3,14.0,63.08571428571429,4.728571428571429,13.9
2023-11-09,Greater Noida,13.9,62.2,4.9,0.0,313,11,-0.7825970017677834,0.6225286602431057,14.4,68.0,11.9,63.8,14.4,56.7,13.957142857142857,62.857142857142854,5.028571428571429,12.9
2023-11-10,Greater Noida,12.9,64.3,5.6,0.0,314,11,-0.7717727365467837,0.6358984534680745,13.9,62.2,14.4,68.0,11.9,63.8,13.6,63.714285714285715,5.1571428571428575,11.5
2023-11-11,Greater Noida,11.5,54.8,6.1,0.0,315,11,-0.7607200913564104,0.6490800741100398,12.9,64.3,13.9,62.2,14.4,68.0,13.385714285714286,61.01428571428572,5.442857142857143,11.2
2023-11-12,Greater Noida,11.2,59.5,4.9,0.0,316,11,-0.7494423368521953,0.6620696215153815,11.5,54.8,12.9,64.3,13.9,62.2,12.885714285714286,61.32857142857142,5.185714285714285,11.5
2023-11-13,Greater Noida,11.5,58.0,6.7,0.0,317,11,-0.7379428103031386,0.6748632518680403,11.2,59.5,11.5,54.8,12.9,64.3,12.471428571428573,61.51428571428572,5.357142857142857,12.9
2023-11-14,Greater Noida,12.9,54.8,5.1,0.0,318,11,-0.7262249146041543,0.6874571793269664,11.5,58.0,11.2,59.5,11.5,54.8,12.614285714285714,60.22857142857142,5.314285714285715,10.6
2023-11-15,Greater Noida,10.6,63.0,6.3,0.0,319,11,-0.7142921172691032,0.699847677146407,12.9,54.8,11.5,58.0,11.2,59.5,12.071428571428571,59.51428571428571,5.6571428571428575,12.4
2023-11-16,Greater Noida,12.4,53.6,4.4,0.0,320,11,-0.7021479494046978,0.7120310787787131,10.6,63.0,12.9,54.8,11.5,58.0,11.857142857142858,58.285714285714285,5.5857142857142845,10.0
2023-11-17,Greater Noida,10.0,57.4,2.4,0.0,321,11,-0.6897960046655887,0.7240037789593305,12.4,53.6,10.6,63.0,12.9,54.8,11.442857142857141,57.3,5.128571428571429,11.3
2023-11-18,Greater Noida,11.3,60.6,5.5,0.0,322,11,-0.6772399381909491,0.7357622347736527,10.0,57.4,12.4,53.6,10.6,63.0,11.414285714285715,58.128571428571426,5.042857142857144,11.6
2023-11-19,Greater Noida,11.6,59.5,6.2,0.0,323,11,-0.6644834655228552,0.7473029667054297,11.3,60.6,10.0,57.4,12.4,53.6,11.471428571428572,58.128571428571426,5.228571428571429,14.7
2023-11-20,Greater Noida,14.7,64.5,6.0,0.0,324,11,-0.6515303615068021,0.75862255966641,11.6,59.5,11.3,60.6,10.0,57.4,11.928571428571429,59.05714285714286,5.128571428571428,9.2
2023-11-21,Greater Noida,9.2,64.2,5.8,0.0,325,11,-0.6383844591746642,0.769717664006921,14.7,64.5,11.6,59.5,11.3,60.6,11.4,60.4,5.228571428571429,13.1
2023-11-22,Greater Noida,13.1,66.6,4.7,0.0,326,11,-0.6250496486104377,0.7805849965070866,9.2,64.2,14.7,64.5,11.6,59.5,11.757142857142856,60.91428571428572,5.0,11.1
2023-11-23,Greater Noida,11.1,66.1,4.0,0.0,327,11,-0.6115298757991053,0.7912213413483807,13.1,66.6,9.2,64.2,14.7,64.5,11.571428571428571,62.699999999999996,4.942857142857143,11.4
2023-11-24,Greater Noida,11.4,67.7,6.1,0.0,328,11,-0.5978291414589552,0.801623551065242,11.1,66.1,13.1,66.6,9.2,64.2,11.771428571428572,64.17142857142858,5.471428571428572,10.9
2023-11-25,Greater Noida,10.9,63.2,5.9,0.0,329,11,-0.5839514998576998,0.8117885474764613,11.4,67.7,11.1,66.1,13.1,66.6,11.714285714285712,64.54285714285714,5.528571428571429,11.2
2023-11-26,Greater Noida,11.2,64.5,4.5,0.0,330,11,-0.5699010576127624,0.821713322596059,10.9,63.2,11.4,67.7,11.1,66.1,11.657142857142857,65.25714285714285,5.285714285714286,10.3
2023-11-27,Greater Noida,10.3,65.4,7.0,0.0,331,11,-0.5556819724760489,0.8313949395234058,11.2,64.5,10.9,63.2,11.4,67.7,11.028571428571427,65.38571428571429,5.428571428571429,12.4
2023-11-28,Greater Noida,12.4,63.9,4.0,0.0,332,11,-0.5412984521036173,0.8408305333122887,10.3,65.4,11.2,64.5,10.9,63.2,11.485714285714286,65.34285714285714,5.171428571428572,9.7
2023-11-29,Greater Noida,9.7,61.8,4.5,0.0,333,11,-0.5267547528105542,0.8500173118187018,12.4,63.9,10.3,65.4,11.2,64.5,11.0,64.65714285714286,5.142857142857143,11.8
2023-11-30,Greater Noida,11.8,62.2,7.8,0.0,334,11,-0.5120551783114646,0.8589525565270845,9.7,61.8,12.4,63.9,10.3,65.4,11.1,64.10000000000001,5.685714285714285,9.2
2023-12-01,Greater Noida,9.2,60.3,6.7,0.0,335,12,-0.4972040784469378,0.8676336233547726,11.8,62.2,9.7,61.8,12.4,63.9,10.785714285714286,63.04285714285714,5.771428571428571,10.0
2023-12-02,Greater Noida,10.0,65.3,4.9,0.0,336,12,-0.4822058478963526,0.8760579434344281,9.2,60.3,11.8,62.2,9.7,61.8,10.657142857142858,63.34285714285714,5.628571428571428,8.5
2023-12-03,Greater Noida,8.5,63.3,5.9,0.0,337,12,-0.46706492487743034,0.8842230238742036,10.0,65.3,9.2,60.3,11.8,62.2,10.271428571428572,63.17142857142857,5.828571428571428,10.5
2023-12-04,Greater Noida,10.5,61.0,5.7,0.0,338,12,-0.451785789832884,0.8921264484954345,8.5,63.3,10.0,65.3,9.2,60.3,10.299999999999999,62.542857142857144,5.642857142857143,11.9
2023-12-05,Greater Noida,11.9,61.1,1.4,27.6,339,12,-0.4363729641045924,0.8997658785476209,10.5,61.0,8.5,63.3,10.0,65.3,10.228571428571428,62.14285714285713,5.271428571428571,1.2
2023-12-06,Greater Noida,1.2,58.9,4.2,0.0,340,12,-0.42083100859565564,0.9071390534005044,11.9,61.1,10.5,61.0,8.5,63.3,9.014285714285714,61.728571428571435,5.228571428571429,9.4
2023-12-07,Greater Noida,9.4,67.7,5.5,0.0,341,12,-0.4051645224207563,0.9142437912130223,1.2,58.9,11.9,61.1,10.5,61.0,8.671428571428573,62.51428571428571,4.9,8.1
2023-12-08,Greater Noida,8.1,64.1,5.1,0.0,342,12,-0.3893781415452015,0.9210779895789526,9.4,67.7,1.2,58.9,11.9,61.1,8.514285714285714,63.05714285714286,4.671428571428572,9.3
2023-12-09,Greater Noida,9.3,60.4,6.0,0.0,343,12,-0.37347653741307074,0.9276396261490467,8.1,64.1,9.4,67.7,1.2,58.9,8.414285714285715,62.357142857142854,4.828571428571428,7.3
2023-12-10,Greater Noida,7.3,67.1,7.4,0.0,344,12,-0.3574644155648614,0.9339267592294762,9.3,60.4,8.1,64.1,9.4,67.7,8.242857142857144,62.89999999999999,5.042857142857143,8.3
2023-12-11,Greater Noida,8.3,61.7,5.2,0.0,345,12,-0.34134651424503615,0.9399375283564133,7.3,67.1,9.3,60.4,8.1,64.1,7.928571428571429,63.0,4.971428571428571,9.8
2023-12-12,Greater Noida,9.8,58.3,4.2,0.0,346,12,-0.3251276029999093,0.9456701548465688,8.3,61.7,7.3,67.1,9.3,60.4,7.628571428571428,62.60000000000001,5.371428571428572,11.3
2023-12-13,Greater Noida,11.3,68.0,6.3,0.0,347,12,-0.30881248126625377,0.9511229423235357,9.8,58.3,8.3,61.7,7.3,67.1,9.071428571428571,63.89999999999999,5.671428571428571,13.4
2023-12-14,Greater Noida,13.4,61.8,5.3,0.0,348,12,-0.29240597695107734,0.9562942772197719,11.3,68.0,9.8,58.3,8.3,61.7,9.642857142857142,63.05714285714286,5.642857142857143,8.6
2023-12-15,Greater Noida,8.6,62.3,5.6,0.0,349,12,-0.27591294500296043,0.9611826292540837,13.4,61.8,11.3,68.0,9.8,58.3,9.714285714285714,62.8,5.714285714285714,11.4
2023-12-16,Greater Noida,11.4,64.1,5.5,0.0,350,12,-0.2593382659754056,0.9657865518844574,8.6,62.3,13.4,61.8,11.3,68.0,10.014285714285714,63.32857142857142,5.642857142857143,9.7
2023-12-17,Greater Noida,9.7,68.6,9.3,0.0,351,12,-0.2426868445825954,0.9701046827361175,11.4,64.1,8.6,62.3,13.4,61.8,10.357142857142858,63.54285714285714,5.914285714285714,9.2
2023-12-18,Greater Noida,9.2,64.1,2.6,0.0,352,12,-0.22596360824801906,0.974135744004672,9.7,68.6,11.4,64.1,8.6,62.3,10.485714285714286,63.88571428571428,5.542857142857144,10.0
2023-12-19,Greater Noida,10.0,59.2,5.4,0.0,353,12,-0.20917350564635637,0.9778785428342386,9.2,64.1,9.7,68.6,11.4,64.1,10.514285714285714,64.01428571428572,5.714285714285714,9.4
2023-12-20,Greater Noida,9.4,66.2,6.0,0.0,354,12,-0.19232150523909483,0.9813319716704275,10.0,59.2,9.2,64.1,9.7,68.6,10.242857142857144,63.75714285714286,5.671428571428572,9.5
2023-12-21,Greater Noida,9.5,62.1,4.9,0.0,355,12,-0.17541259380427843,0.9844950085880858,9.4,66.2,10.0,59.2,9.2,64.1,9.685714285714285,63.800000000000004,5.614285714285714,8.8
2023-12-22,Greater Noida,8.8,71.5,7.5,0.0,356,12,-0.15845177496083632,0.9873667175937016,9.5,62.1,9.4,66.2,10.0,59.2,9.714285714285714,65.11428571428571,5.885714285714286,7.4
2023-12-23,Greater Noida,7.4,64.0,7.4,0.0,357,12,-0.14144406768794202,0.9899462489023779,8.8,71.5,9.5,62.1,9.4,66.2,9.142857142857142,65.1,6.157142857142858,7.2
2023-12-24,Greater Noida,7.2,55.0,6.1,0.0,358,12,-0.12439450483979998,0.9922328391893008,7.4,64.0,8.8,71.5,9.5,62.1,8.785714285714286,63.15714285714286,5.7,10.3
2023-12-25,Greater Noida,10.3,65.4,5.8,0.0,359,12,-0.10730813165636247,0.9942258118156161,7.2,55.0,7.4,64.0,8.8,71.5,8.942857142857143,63.34285714285714,6.1571428571428575,9.1
2023-12-26,Greater Noida,9.1,71.7,6.1,0.0,360,12,-0.09019000427034513,0.9959245770286599,10.3,65.4,7.2,55.0,7.4,64.0,8.814285714285715,65.12857142857142,6.257142857142857,8.6
2023-12-27,Greater Noida,8.6,70.2,6.2,0.0,361,12,-0.07304518821104743,0.9973286321364752,9.1,71.7,10.3,65.4,7.2,55.0,8.700000000000001,65.7,6.285714285714286,9.5
2023-12-28,Greater Noida,9.5,71.2,6.3,0.0,362,12,-0.05587875690537313,0.9984375616565666,8.6,70.2,9.1,71.7,10.3,65.4,8.700000000000001,67.0,6.485714285714286,10.7
2023-12-29,Greater Noida,10.7,59.8,6.1,0.0,363,12,-0.03869579017652689,0.9992510374388481,9.5,71.2,8.6,70.2,9.1,71.7,8.971428571428572,65.32857142857142,6.285714285714286,9.8
2023-12-30,Greater Noida,9.8,67.5,6.8,0.0,364,12,-0.021501372740813793,0.999768818762748,10.7,59.8,9.5,71.2,8.6,70.2,9.314285714285715,65.82857142857142,6.199999999999998,8.7
2023-12-31,Greater Noida,8.7,60.9,7.6,0.0,365,12,-0.004300592702981974,0.9999907524084426,9.8,67.5,10.7,59.8,9.5,71.2,9.528571428571428,66.67142857142856,6.414285714285714,11.4
2024-01-01,Greater Noida,11.4,64.7,4.7,0.0,1,1,0.017201575418260506,0.9998520419557735,8.7,60.9,9.8,67.5,10.7,59.8,9.685714285714285,66.57142857142857,6.257142857142857,12.0
2024-01-02,Greater Noida,12.0,58.7,5.0,0.0,2,1,0.03439806061360801,0.9994082116062598,11.4,64.7,8.7,60.9,9.8,67.5,10.1,64.71428571428571,6.1000000000000005,10.5
2024-01-03,Greater Noida,10.5,61.2,4.0,0.0,3,1,0.051584366869408364,0.9986686402879997,12.0,58.7,11.4,64.7,8.7,60.9,10.371428571428572,63.42857142857143,5.785714285714286,11.2
2024-01-04,Greater Noida,11.2,61.0,8.0,0.0,4,1,0.06875540848113941,0.9976335468520451,10.5,61.2,12.0,58.7,11.4,64.7,10.614285714285714,61.97142857142857,6.028571428571429,11.7
2024-01-05,Greater Noida,11.7,67.2,7.1,0.0,5,1,0.08590610426133272,0.9963032375991965,11.2,61.0,10.5,61.2,12.0,58.7,10.757142857142856,63.02857142857143,6.171428571428572,11.6
2024-01-06,Greater Noida,11.6,66.8,7.6,0.0,6,1,0.10303137904317879,0.9946781061893646,11.7,67.2,11.2,61.0,10.5,61.2,11.014285714285714,62.92857142857143,6.285714285714286,11.0
2024-01-07,Greater Noida,11.0,64.7,4.7,0.0,7,1,0.1201261651823505,0.9927586335250793,11.6,66.8,11.7,67.2,11.2,61.0,11.342857142857143,63.471428571428575,5.871428571428572,11.0
2024-01-08,Greater Noida,11.0,58.1,9.6,0.0,8,1,0.13718540405660057,0.9905453876091833,11.0,64.7,11.6,66.8,11.7,67.2,11.285714285714286,62.528571428571425,6.571428571428571,11.0
2024-01-09,Greater Noida,11.0,62.2,6.0,0.0,9,1,0.1542040475626894,0.988039023376751,11.0,58.1,11.0,64.7,11.6,66.8,11.142857142857142,63.02857142857143,6.714285714285714,8.8
2024-01-10,Greater Noida,8.8,60.4,7.2,0.0,10,1,0.17117705961019986,0.985240282501282,11.0,62.2,11.0,58.1,11.0,64.7,10.9,62.91428571428571,7.171428571428571,11.4
2024-01-11,Greater Noida,11.4,66.8,8.3,0.0,11,1,0.18809941761179758,0.9821499931752291,8.8,60.4,11.0,62.2,11.0,58.1,10.928571428571429,63.74285714285714,7.214285714285714,8.7
2024-01-12,Greater Noida,8.7,68.0,5.6,0.0,12,1,0.20496611396949532,0.9787690698649216,11.4,66.8,8.8,60.4,11.0,62.2,10.5,63.857142857142854,7.0,9.5
2024-01-13,Greater Noida,9.5,67.4,6.3,0.0,13,1,0.22177215755648186,0.975098513039961,8.7,68.0,11.4,66.8,8.8,60.4,10.200000000000001,63.94285714285714,6.814285714285715,12.6
2024-01-14,Greater Noida,12.6,60.1,7.5,0.0,14,1,0.23851257519407648,0.9711394088771653,9.5,67.4,8.7,68.0,11.4,66.8,10.428571428571429,63.285714285714285,7.214285714285714,12.1
2024-01-15,Greater Noida,12.1,52.1,11.5,0.0,15,1,0.2551824131233728,0.9668929289391521,12.6,60.1,9.5,67.4,8.7,68.0,10.585714285714285,62.42857142857143,7.485714285714286,13.1
